period,reporterDesc,flowDesc,qtyUnitAbbr,qty,isQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue
2017,Georgia,Import,kg,285,false,285,false,0,false,1388.17,0,1388.17
2017,Georgia,Export,kg,1504140.32,false,1504140.32,false,0,false,0,740247.17,740247.17
2017,Gambia,Import,kg,300,false,300,false,0,false,100826,,100826
2017,State of Palestine,Import,kg,2229849,true,2229849,true,,false,6621.67,,6621.67
2017,Germany,Import,kg,16424519172,true,16424519172,true,0,false,91144618961,,91144618961
2017,Germany,Export,kg,12698642218,true,12698642218,true,0,false,,66322985116,66322985116
2017,Ghana,Import,kg,81.34,false,81.34,false,,false,206243,,206243
2017,Greece,Import,kg,313856801,true,,true,,false,472588191,,472588191
2017,Greece,Export,kg,3200264,false,3200264,false,,false,,1558241654,1558241654
2017,Greenland,Import,kg,8,false,8,false,,false,415.42,,415.42
2017,Grenada,Import,kg,7,false,7,false,0,false,57037,0,57037
2017,Guyana,Import,kg,185.85,false,185.85,false,,false,1371302,,1371302
2017,Honduras,Import,kg,1790.85,false,1790.85,false,,false,4621.06,4240.4,4621.06
2017,"China, Hong Kong SAR",Import,kg,517720,false,517720,false,,false,569314673,,569314673
2017,"China, Hong Kong SAR",Export,kg,365603,false,365603,false,,false,,320194.4,320194.4
2017,Hungary,Import,N/A,0,false,,false,,false,6627421,,6627421
2017,Hungary,Export,N/A,0,false,,false,,false,,6852504,6852504
2017,Iceland,Import,kg,119487,false,119487,false,,false,656713407,633837142,656713407
2017,Iceland,Export,kg,449429,false,449429,false,,false,,965810.41,965810.41
2017,Indonesia,Import,kg,103554,false,103554,false,0,false,328335,0,328335
2017,Indonesia,Export,kg,801.5,false,801.5,false,0,false,0,1405,1405
2017,Iran,Import,kg,2607860,false,2607860,false,,false,17153347,,17153347
2017,Iran,Export,kg,1927075,false,1927075,false,,false,,4963702,4963702
2017,Ireland,Import,kg,1308938,false,1308938,false,0,false,2703224962,0,2703224962
2017,Ireland,Export,kg,5157489,false,5157489,false,0,false,0,7637886209,7637886209
2017,Israel,Export,kg,223599,false,223599,false,,false,,380000,380000
2017,Italy,Import,kg,29236424,false,29236424,false,0,false,249195998534,,249195998534
2017,Italy,Export,kg,10674273,false,10674273,false,0,false,,20208923282,20208923282
2017,C�te d'Ivoire,Import,kg,8777,false,8777,false,0,false,27543154,,27543154
2017,C�te d'Ivoire,Export,kg,9,false,9,false,0,false,,137567,137567
2017,Jamaica,Import,kg,8600.62,false,8600.62,false,,false,9546.37,,9546.37
2017,Japan,Import,kg,4876315,false,4876315,false,0,false,30296149371,0,30296149371
2017,Kazakhstan,Import,kg,1111265.6,false,1111265.6,false,0,false,603228.75,,603228.75
2017,Kazakhstan,Export,kg,9907761.4,false,9907761.4,false,0,false,,5745169.51,5745169.51
2017,Jordan,Export,kg,354565,false,354565,false,,false,,133756366,133756366
2017,Kenya,Export,kg,1990553,false,1990437,false,,false,,3787596668,3787596668
2017,Rep. of Korea,Import,kg,8734686.6,false,8734686.6,false,0,false,89209923,,89209923
2017,Rep. of Korea,Export,kg,712.18,false,712.18,false,0,false,,28699,28699
2017,Kuwait,Import,kg,15933.5,false,15933.5,false,,false,35696723,,35696723
2017,Kuwait,Export,kg,153469,false,153469,false,,false,,48473395,48473395
2017,Kyrgyzstan,Import,kg,173915,false,173915,false,,false,48132,,48132
2017,Kyrgyzstan,Export,kg,2363046,false,2363046,false,,false,,695094,695094
2017,Lebanon,Export,kg,27697.2,true,27697.2,true,0,false,,57822,57822
2017,Lesotho,Import,kg,174532016,true,174532016,true,286779.9,false,58931067,,58931067
2017,Lesotho,Export,kg,2790207.9,false,2790207.9,false,2790207.9,false,,16275753547,16275753547
2017,Latvia,Import,kg,645605,false,645605,false,0,false,3105498717,,3105498717
2017,Latvia,Export,kg,299987,false,299987,false,0,false,,1524429951,1524429951
2017,Libya,Export,kg,3271369,false,3271369,false,0,false,0,2435707,2435707
2017,Lithuania,Import,kg,9659376.96,false,9659376.96,false,0,false,31375929,,31375929
2017,Lithuania,Export,kg,44544,false,44544,false,0,false,,427322,427322
2017,Luxembourg,Import,kg,46.2,false,46.2,false,0,false,1468484,,1468484
2017,Luxembourg,Export,kg,5416,false,5416,false,0,false,,2561.1,2561.1
2017,Madagascar,Import,kg,1473.8,false,1473.8,false,0,false,1657851,,1657851
2017,Malawi,Import,kg,1011,false,1011,false,0,false,2948004,,2948004
2017,Malaysia,Import,kg,4146147.5,false,4146147.5,false,0,false,22843676817,0,22843676817
2017,Malaysia,Export,kg,1718040.3,false,1718040.3,false,0,false,0,18663544414,18663544414
2017,Mali,Import,kg,20000,false,20000,false,,false,38892776,,38892776
2017,Malta,Import,kg,14.6,false,14.6,false,0,false,150179,,150179
2017,Mauritius,Import,kg,579505,false,579505,false,,false,6306054586,,6306054586
2017,Mauritius,Export,kg,9504,false,9504,false,,false,,73961854,73961854
2017,Mexico,Import,N/A,0,false,0,false,0,false,,2051565,2051565
2017,"Other Asia, nes",Import,kg,3190273,false,3190273,false,,false,21049272.23,,21049272.23
2017,"Other Asia, nes",Export,kg,51149,false,51149,false,,false,,270051.74,270051.74
2017,Mongolia,Import,kg,981834.2,false,981834.2,false,,false,259012.04,,259012.04
2017,Mongolia,Export,kg,16053809.61,false,16053809.61,false,,false,,20643023.11,20643023.11
2017,Rep. of Moldova,Import,kg,680844,false,680844,false,,false,598426,,598426
2017,Rep. of Moldova,Export,kg,505574,false,505574,false,,false,,288637,288637
2017,Montenegro,Export,kg,14300,false,14300,false,,false,,4298.63,4298.63
2017,Morocco,Import,kg,277865,false,277865,false,,false,1492320507,,1492320507
2017,Morocco,Export,kg,3986805.2,false,3986805.2,false,,false,,3106912687,3106912687
2017,Mozambique,Import,kg,40502,false,27002,false,0,false,87692901,,87692901
2017,Namibia,Import,kg,5055.45,false,5055.45,false,,false,13938541,,13938541
2017,Namibia,Export,kg,535,false,535,false,,false,,1186278,1186278
2017,Nepal,Import,kg,3456088.48,false,3456088.48,false,,false,11211766702,,11211766702
2017,Nepal,Export,kg,77,false,77,false,,false,,318835,318835
2017,Netherlands,Import,kg,499016231,true,499016231,true,0,false,1552518281,,1552518281
2017,Netherlands,Export,kg,1422903592,true,1422903592,true,0,false,,2637152548,2637152548
2017,Cura�ao,Import,kg,319821,true,319821,true,0,false,949726,,949726
2017,Cura�ao,Export,kg,100,false,100,false,0,false,,223465,223465
2017,Aruba,Import,kg,1,false,1,false,0,false,16.76,0,16.76
2017,New Zealand,Import,kg,778967,false,778967,false,785437,false,2930952057,2866314232,2930952057
2017,New Zealand,Export,kg,101048352,false,101048352,false,102744904,false,0,371755292008,371755292008
2017,Nicaragua,Import,kg,1425.74,false,1425.74,false,1425.74,false,6316.85,5868,6316.85
2017,Nigeria,Import,kg,50618.79,true,50618.79,true,,false,168677.64,,168677.64
2017,Norway,Import,kg,271755,false,271755,false,,false,632523656,,632523656
2017,Norway,Export,kg,4116183,false,4116183,false,,false,,4950540967,4950540967
2017,Palau,Import,kg,4,false,4,false,,false,,79.81,79.81
2017,Pakistan,Import,kg,785684776,true,785684776,true,,false,2792854923,,2792854923
2017,Pakistan,Export,kg,381316,false,381316,false,,false,,916845.81,916845.81
2017,Panama,Import,kg,440,false,440,false,440,false,3287,0,3287
2017,Panama,Export,kg,1820621,true,1820621,true,440,false,0,3287,3287
2017,Paraguay,Export,kg,20849,false,20849,false,,false,,25364,25364
2017,Peru,Import,kg,34570,false,34570,false,0,false,69763.95,65450.67,69763.95
2017,Peru,Export,kg,8645939.5,false,8645939.5,false,0,false,,23954173.67,23954173.67
2017,Philippines,Import,kg,139832.11,false,146473.62,false,,false,2416131,,2416131
2017,Poland,Import,kg,2092842661,true,2092842661,true,,false,3520076,,3520076
2017,Poland,Export,kg,135577,false,135577,false,,false,,186290,186290
2017,Portugal,Import,kg,4640282,false,4640282,false,,false,7893290708,,7893290708
2017,Portugal,Export,kg,4235863149,true,4235863149,true,,false,,7664510583,7664510583
2017,Timor-Leste,Import,kg,1171.5,false,1171.5,false,,false,985.07,,985.07
2017,Qatar,Import,kg,96.32,false,96.32,false,,false,157.45,,157.45
2017,Romania,Import,kg,354063,false,354063,false,0,false,1417992.35,0,1417992.35
2017,Romania,Export,kg,16593375,false,16593375,false,0,false,0,10780900.26,10780900.26
2017,Russian Federation,Import,kg,5574994.2,false,5574994.2,false,,false,4073355.86,,4073355.86
2017,Russian Federation,Export,kg,11335839.6,false,11335839.6,false,,false,,20006870.19,20006870.19
2017,Rwanda,Import,kg,654,false,654,false,0,false,242745,178683,242745
2017,Saint Vincent and the Grenadines,Import,kg,2,false,2,false,0,false,434125,,434125
2017,Saudi Arabia,Export,kg,10313128,false,10313128,false,,false,,5092408676,5092408676
2017,Serbia,Import,kg,624257,false,624257,false,,false,1161673,1121020,1161673
2017,Serbia,Export,kg,2911603,false,2911603,false,,false,3158707,3094817,3094817
2017,Seychelles,Import,kg,224.67,false,224.67,false,0,false,1546006,0,1546006
2017,India,Import,kg,84828068,false,84828068,false,,false,298675485799,,298675485799
2017,India,Export,kg,102587,false,102587,false,,false,,445275446,445275446
2017,Singapore,Export,kg,2.14,false,2.14,false,0,false,,1221358,1221358
2017,Slovakia,Import,kg,41468977,true,41468977,true,0,false,261287308,261287308,261287308
2017,Slovakia,Export,kg,17648,false,17648,false,0,false,,149357384,149357384
2017,Viet Nam,Import,kg,114720446,true,114720446,true,,false,730221.2,,730221.2
2017,Viet Nam,Export,kg,16046308,true,16046308,true,,false,,132601.9,132601.9
2017,Slovenia,Import,kg,839500.52,false,839500.52,false,0,false,923558.5,,923558.5
2017,Slovenia,Export,kg,192338,false,192338,false,0,false,,252597.71,252597.71
2017,South Africa,Import,kg,4799172.75,false,4799172.75,false,0,false,0,22854191242,22854191242
2017,South Africa,Export,kg,50208361.8,false,50208361.8,false,0,false,0,353879409.98,353879409.98
2017,Zimbabwe,Import,kg,1379.5,false,1379.5,false,,false,4716.62,,4716.62
2017,Spain,Import,kg,3335858572,false,3335858572,false,0,false,7148300448,,7148300448
2017,Spain,Export,kg,16193101.87,false,16193101.87,false,0,false,,43844770807,43844770807
2017,Sudan,Import,kg,25945,true,25945,true,,false,240,,240
2017,Eswatini,Import,kg,72.84,true,72.84,true,0,false,885755,,885755
2017,Sweden,Import,kg,157089.34,true,157089.34,true,0,false,764935224,0,764935224
2017,Sweden,Export,kg,4623348,true,4623348,true,0,false,0,13597584,13597584
2017,Switzerland,Import,kg,622439.36,true,622439.36,true,0,false,2724916729,0,2724916729
2017,Switzerland,Export,kg,547217541,true,547217541,true,0,false,0,773276913,773276913
2017,Tajikistan,Import,kg,1,false,1,false,0,false,99,0,99
2017,Thailand,Import,kg,4926398,false,4926398,false,,false,38732999.99,,38732999.99
2017,Thailand,Export,kg,3031,true,3031,true,,false,,8.69,8.69
2017,Togo,Import,kg,2846,false,2846,false,0,false,7339.24,,7339.24
2017,Tonga,Import,kg,13615,true,13615,true,0,false,41.62,,41.62
2017,United Arab Emirates,Import,kg,393360,false,393360,false,0,false,405174561,0,405174561
2017,United Arab Emirates,Export,kg,417714,false,417714,false,0,false,0,442552631,442552631
2017,Tunisia,Import,kg,160647,false,160647,false,,false,944034278,,944034278
2017,Tunisia,Export,kg,5681711,false,5681711,false,,false,,4429304527,4429304527
2017,T�rkiye,Import,kg,27905023,false,27905023,false,0,false,28208552,25452354,28208552
2017,T�rkiye,Export,kg,22731888,false,22731888,false,0,false,0,54148281,54148281
2017,Uganda,Import,kg,2,false,2,false,,false,4.6,,4.6
2017,Uganda,Export,kg,3000,false,3000,false,,false,,2993.13,2993.13
2017,Ukraine,Import,kg,1544828.5,false,1544828.5,false,,false,1521158.43,,1521158.43
2017,Ukraine,Export,kg,143620.7,false,143620.7,false,,false,,290742.41,290742.41
2017,North Macedonia,Import,kg,108880,false,108880,false,0,false,57647.22,,57647.22
2017,North Macedonia,Export,kg,1335343,false,1335343,false,0,false,,1076261.35,1076261.35
2017,Egypt,Import,N/A,0,true,0,true,0,false,27556401008,0,27556401008
2017,Egypt,Export,kg,1098940639,true,1098940639,true,0,false,0,2489103526,2489103526
2017,United Kingdom,Import,kg,40415615275,true,40415615275,true,0,false,81460132126,,81460132126
2017,United Kingdom,Export,kg,36597604372,true,36597604372,true,0,false,,88656055769,88656055769
2017,United Rep. of Tanzania,Import,kg,2185,false,2185,false,,false,363,,363
2017,USA,Import,kg,2577055,false,3038394,false,0,false,13983628,0,13983628
2017,USA,Export,kg,5149510,false,6910254,false,0,false,0,21001741,21001741
2017,Burkina Faso,Import,kg,81519,false,81519,false,0,false,19837981,0,19837981
2017,Uruguay,Import,kg,13650052.8,false,13650052.8,false,,false,46800708.53,45976918.85,46800708.53
2017,Uruguay,Export,kg,15278281.3,false,15278281.3,false,,false,,88054130,88054130
2017,Uzbekistan,Export,kg,3758440,false,3758440,false,,false,,2169814,2169814
2017,Zambia,Import,kg,132.44,true,132.44,true,0,false,915427,,915427
2017,Zambia,Export,kg,26336,true,26336,true,0,false,,63176,63176
2018,Afghanistan,Export,N/A,0,false,,false,,false,,14528.42,14528.42
2018,Angola,Import,kg,3,false,3,false,0,false,118375,,118375
2018,Azerbaijan,Import,kg,6700,false,6700,false,0,false,6250,,6250
2018,Azerbaijan,Export,kg,82883,false,82883,false,0,false,,85453.14,85453.14
2018,Argentina,Export,kg,11328881,false,11328881,false,0,false,,61477261.77,61477261.77
2018,Australia,Import,N/A,0,false,,false,0,false,6816974646,6701037363,6816974646
2018,Australia,Export,kg,305058700,false,305058700,false,312575945.1,false,,2937438932892,2937438932892
2018,Austria,Import,kg,1140843.93,true,1140843.93,true,,false,5896347811,,5896347811
2018,Austria,Export,kg,22221,false,22221,false,,false,,313378202,313378202
2018,Bahamas,Import,kg,13608,false,13608,false,0,false,114.95,,114.95
2018,Bahrain,Import,kg,375.84,false,375.84,false,,false,1982417,,1982417
2018,Bangladesh,Import,kg,182268752,true,182268752,true,0,false,469572901,,469572901
2018,Armenia,Import,kg,53083,false,53083,false,0,false,12416.6,0,12416.6
2018,Armenia,Export,kg,300,false,300,false,0,false,0,121.4,121.4
2018,Barbados,Import,kg,1,false,1,false,,false,24.5,,24.5
2018,Belgium,Import,kg,15231628.71,false,15231628.71,false,0,false,26154856651,0,26154856651
2018,Belgium,Export,kg,10499746314,true,10499746314,true,0,false,0,27722340662,27722340662
2018,Bermuda,Import,kg,4,false,4,false,,false,31.81,,31.81
2018,Bolivia (Plurinational State of),Import,kg,32803,false,32803,false,0,false,323474.41,317102.24,323474.41
2018,Bolivia (Plurinational State of),Export,kg,29239,false,29239,false,0,false,0,126959.47,126959.47
2018,Bosnia Herzegovina,Import,kg,142.95,false,142.95,false,,false,968.44,,968.44
2018,Bosnia Herzegovina,Export,kg,269229.4,false,269229.4,false,,false,,146362.04,146362.04
2018,Botswana,Import,kg,34117.71,false,4259281,false,0,false,3862888,,3862888
2018,Brazil,Import,kg,713341,false,713341,false,0,false,1907447,1882059,1907447
2018,Brazil,Export,kg,7241094,false,7229765,false,0,false,,28414685,28414685
2018,Solomon Isds,Import,kg,45766,true,45766,true,,false,114382,,114382
2018,Brunei Darussalam,Import,kg,15.85,true,,true,,false,21479,,21479
2018,Bulgaria,Import,kg,5768037,false,5768037,false,0,false,34924182415,,34924182415
2018,Bulgaria,Export,kg,253450,false,253450,false,0,false,,666245944,666245944
2018,Myanmar,Import,kg,271990989,true,271990989,true,0,false,1368664.31,,1368664.31
2018,Myanmar,Export,kg,72000,false,72000,false,0,false,,17280,17280
2018,Belarus,Import,kg,3895099,false,3895099,false,,false,10037700,,10037700
2018,Belarus,Export,kg,1455971,false,1455971,false,,false,,5634300,5634300
2018,Cambodia,Import,kg,1750399,true,,true,0,false,2372.02,,2372.02
2018,Cameroon,Import,kg,12016,false,12016,false,0,false,6070213,0,6070213
2018,Canada,Import,kg,428590527,true,428590527,true,0,false,0,1732233486,1732233486
2018,Canada,Export,kg,1323994,false,1323994,false,0,false,0,2497226422,2497226422
2018,Cabo Verde,Import,kg,600,false,600,false,,false,3360.08,,3360.08
2018,Chile,Import,N/A,0,false,0,false,0,false,11004709,9731991,11004709
2018,Chile,Export,kg,3568365,false,3568365,false,0,false,0,16429258,16429258
2018,China,Import,kg,362242816,false,362242816,false,0,false,3191557242,0,3191557242
2018,China,Export,kg,9154600,false,9154600,false,0,false,0,37700669,37700669
2018,Comoros,Import,kg,1620,false,1620,false,0,false,2729933,,2729933
2018,Congo,Import,kg,854,false,854,false,0,false,612446,,612446
2018,Costa Rica,Import,kg,1,false,1,false,,false,0.5,,0.5
2018,Croatia,Import,kg,14.8,false,14.8,false,0,false,512,,512
2018,Croatia,Export,kg,90889,false,90889,false,0,false,,54444,54444
2018,Cyprus,Export,kg,291997,false,291997,false,0,false,,143592197,143592197
2018,Czechia,Import,kg,34274632061,true,34274632061,true,,false,245802856,244870630,245802856
2018,Czechia,Export,kg,355028932,true,355028932,true,,false,,464501,464501
2018,Denmark,Import,kg,6303,false,6303,false,0,false,56083358,0,56083358
2018,Denmark,Export,kg,45360,false,45360,false,0,false,0,509926627,509926627
2018,Dominica,Import,kg,1,false,1,false,0,false,5556,,5556
2018,Dominican Rep.,Import,kg,192,false,192,false,0,false,,7168.42,7168.42
2018,Ecuador,Import,kg,29775,false,29352,false,0,false,255462.35,252233.39,255462.35
2018,Ecuador,Export,kg,102270.6,false,102270.6,false,0,false,0,124576,124576
2018,El Salvador,Import,kg,0.01,false,0.01,false,0,false,0.01,0,0.01
2018,Estonia,Import,kg,243184.1,false,243184.1,false,0,false,729831042,0,729831042
2018,Estonia,Export,kg,399.9,false,399.9,false,0,false,0,6563958,6563958
2018,Fiji,Import,kg,193,false,193,false,0,false,1020416,0,1020416
2018,Finland,Import,kg,126,false,126,false,0,false,15348631,,15348631
2018,Finland,Export,kg,191929,true,191929,true,0,false,,21342497,21342497
2018,France,Import,kg,961408155,true,,true,0,false,3859146445,,3859146445
2018,France,Export,kg,8391416821,true,8391416821,true,0,false,,15139988325,15139988325
2018,Gabon,Import,kg,17465,false,17465,false,0,false,17578976,,17578976
2018,Georgia,Import,kg,18450.1,false,18450.1,false,0,false,5039.83,,5039.83
2018,Georgia,Export,kg,1114148.5,false,1114148.5,false,0,false,,521424,521424
2018,State of Palestine,Import,kg,2476154,true,,true,,false,8073583,,8073583
2018,Germany,Import,kg,7842672757,true,7842672757,true,,false,33560239303,,33560239303
2018,Germany,Export,kg,5875580128,true,5875580128,true,,false,,20351014474,20351014474
2018,Ghana,Import,kg,2020,false,2020,false,,false,142285,,142285
2018,Ghana,Export,kg,8,false,8,false,,false,,39749,39749
2018,Greece,Import,kg,298099,false,298099,false,,false,493945699,,493945699
2018,Greece,Export,kg,3815000,false,3815000,false,,false,,2009824899,2009824899
2018,Greenland,Import,kg,425,false,425,false,,false,1917.55,,1917.55
2018,Grenada,Import,kg,3,false,3,false,0,false,191852,0,191852
2018,Guatemala,Import,kg,6,false,6,false,0,false,255,,255
2018,Guyana,Import,kg,20.19,false,20.19,false,0,false,83775,0,83775
2018,Honduras,Import,kg,1584.42,false,1584.42,false,0,false,2896.86,,2896.86
2018,"China, Hong Kong SAR",Import,kg,660265,false,660265,false,,false,456441052,,456441052
2018,"China, Hong Kong SAR",Export,kg,892468,false,892468,false,,false,,737698372,737698372
2018,Hungary,Import,N/A,0,false,,false,,false,5889681,,5889681
2018,Hungary,Export,N/A,0,false,,false,,false,,7688199,7688199
2018,Iceland,Import,kg,148402,false,148402,false,,false,599071785,569154206,599071785
2018,Iceland,Export,kg,563475,false,563475,false,,false,,1026048119,1026048119
2018,Indonesia,Import,kg,123678,false,123678,false,0,false,358358,0,358358
2018,Indonesia,Export,kg,550.2,false,550.2,false,0,false,0,1062.7,1062.7
2018,Iran,Import,kg,1742347,false,1742347,false,0,false,9638509,,9638509
2018,Iran,Export,kg,1448627,false,1448627,false,0,false,,3104611,3104611
2018,Ireland,Import,kg,967219368,true,967219368,true,0,false,2700198178,0,2700198178
2018,Ireland,Export,kg,6759709954,true,6759709954,true,0,false,0,10316933.42,10316933.42
2018,Israel,Export,kg,323523987,true,323523987,true,,false,,531000,531000
2018,Italy,Import,kg,30731248,false,30731248,false,0,false,298894928441,,298894928441
2018,Italy,Export,kg,11967795,false,11967795,false,0,false,,19970447036,19970447036
2018,C�te d'Ivoire,Import,kg,225,false,225,false,0,false,437367,,437367
2018,C�te d'Ivoire,Export,kg,10,false,10,false,0,false,,5417,5417
2018,Japan,Import,kg,4712855,false,4712855,false,0,false,34276101.04,0,34276101.04
2018,Kazakhstan,Import,kg,296625.5,false,296625.5,false,0,false,180739.63,,180739.63
2018,Kazakhstan,Export,kg,9665593.6,false,9665593.6,false,0,false,,4825446.53,4825446.53
2018,Jordan,Export,kg,610245,false,610245,false,,false,,221798638,221798638
2018,Kenya,Import,kg,274,false,274,false,0,false,928553,,928553
2018,Kenya,Export,kg,2117091,false,2116971,false,0,false,,4433028552,4433028552
2018,Rep. of Korea,Import,kg,8269875.9,false,8269875.9,false,0,false,102267572,,102267572
2018,Rep. of Korea,Export,kg,158.5,false,158.5,false,0,false,,9789,9789
2018,Kuwait,Import,kg,337019,false,337019,false,,false,287217,,287217
2018,Kuwait,Export,kg,1359697,false,1359697,false,,false,,206573,206573
2018,Kyrgyzstan,Import,kg,469465,false,469465,false,,false,136449,,136449
2018,Kyrgyzstan,Export,kg,2704923,false,2704923,false,,false,,724731,724731
2018,Lao People's Dem. Rep.,Import,kg,4125633,true,4125633,true,0,false,10311,,10311
2018,Lebanon,Export,kg,13529867,true,13529867,true,0,false,,17944,17944
2018,Lesotho,Import,kg,236922.37,true,236922.37,true,623666,false,43474621,,43474621
2018,Lesotho,Export,kg,854875.1,false,854875.1,false,857425.1,false,,5077833504,5077833504
2018,Latvia,Import,kg,603268,false,603268,false,0,false,2611709295,,2611709295
2018,Latvia,Export,kg,304574,false,304574,false,0,false,,1347306723,1347306723
2018,Liberia,Import,kg,4490,false,4490,false,0,false,7828.44,,7828.44
2018,Libya,Export,kg,4998002,false,4998002,false,0,false,,3402420894,3402420894
2018,Lithuania,Import,kg,9131078.67,false,9131078.67,false,,false,28368567,,28368567
2018,Lithuania,Export,kg,283800.79,false,283800.79,false,,false,,865843,865843
2018,Luxembourg,Import,kg,52,false,52,false,0,false,1417488,1418234,1417488
2018,Luxembourg,Export,kg,2228,false,2228,false,0,false,,2034908,2034908
2018,Malawi,Import,kg,36457,false,36457,false,0,false,35094664,,35094664
2018,Malawi,Export,kg,420,false,420,false,0,false,,3126273,3126273
2018,Malaysia,Import,kg,4301696.81,false,4301696.81,false,0,false,23553820016,0,23553820016
2018,Malaysia,Export,kg,1466838.4,false,1466838.4,false,0,false,0,14519575408,14519575408
2018,Mali,Import,kg,10620,false,10620,false,0,false,34152.2,0,34152.2
2018,Malta,Import,kg,2,false,2,false,0,false,318817,,318817
2018,Malta,Export,kg,37,false,37,false,0,false,,10622,10622
2018,Mauritius,Import,kg,1170367,false,1221985,false,,false,13245422083,13068099405,13245422083
2018,Mauritius,Export,kg,731,false,706,false,,false,,14369896,14369896
2018,Mexico,Import,N/A,0,false,0,false,0,false,,1319868,1319868
2018,Mexico,Export,N/A,0,false,0,false,0,false,,714368,714368
2018,"Other Asia, nes",Import,kg,3179778,false,3179778,false,,false,30213193.05,,30213193.05
2018,"Other Asia, nes",Export,kg,19663,false,19663,false,,false,,113757.18,113757.18
2018,Mongolia,Import,kg,2098191.1,false,2098191.1,false,0,false,1922015.39,,1922015.39
2018,Mongolia,Export,kg,12189325.8,false,12189325.8,false,0,false,,20152710.21,20152710.21
2018,Rep. of Moldova,Import,kg,670809,false,670809,false,,false,933045,,933045
2018,Rep. of Moldova,Export,kg,538302,false,538302,false,,false,,373453,373453
2018,Montenegro,Import,kg,39.77,false,39.77,false,,false,208918,,208918
2018,Montenegro,Export,kg,9920,false,9920,false,,false,,2933127,2933127
2018,Morocco,Import,kg,429089.7,false,429089.7,false,0,false,1731963493,,1731963493
2018,Morocco,Export,kg,5575662.5,false,5575662.5,false,0,false,,5137860106,5137860106
2018,Namibia,Import,kg,5585301,true,5585301,true,0,false,11170908,,11170908
2018,Namibia,Export,N/A,0,true,0,true,0,false,,42676183,42676183
2018,Nepal,Import,kg,3881200,false,3881200,false,0,false,11337662.23,0,11337662.23
2018,Nepal,Export,kg,1736,false,1736,false,0,false,0,625.24,625.24
2018,Netherlands,Import,kg,591793642,true,591793642,true,0,false,1992801604,,1992801604
2018,Netherlands,Export,kg,1747059227,true,1747059227,true,0,false,,2888802245,2888802245
2018,Cura�ao,Import,N/A,0,false,,false,0,false,446927,,446927
2018,New Zealand,Import,kg,213558,false,213558,false,218268,false,1029091526,0,1029091526
2018,New Zealand,Export,kg,108176374,false,108176374,false,110058965,false,0,386217508642,386217508642
2018,Nicaragua,Import,kg,174.81,false,174.81,false,,false,450.31,,450.31
2018,Nigeria,Import,kg,10545,false,10545,false,0,false,33184967,,33184967
2018,Norway,Import,kg,394888,false,394888,false,0,false,483915.14,,483915.14
2018,Norway,Export,kg,3822822,false,3822822,false,0,false,,4170035208,4170035208
2018,Pakistan,Import,kg,555972,false,555972,false,,false,2184534509,,2184534509
2018,Pakistan,Export,kg,919642,false,919642,false,,false,,1939410616,1939410616
2018,Panama,Import,kg,56971792,true,56971792,true,17029,false,93493,0,93493
2018,Panama,Export,kg,29475927,true,29475927,true,8008,false,0,39851,39851
2018,Peru,Import,kg,102239,false,102239,false,0,false,165018.65,155370.15,165018.65
2018,Peru,Export,kg,10661683.24,false,10661683.24,false,0,false,,37335972.86,37335972.86
2018,Philippines,Import,kg,15611.25,false,15611.25,false,15768.2,false,306106,291493,306106
2018,Poland,Import,kg,2375603808,true,2375603808,true,,false,4673342,,4673342
2018,Poland,Export,kg,153767905,true,153767905,true,,false,,698622,698622
2018,Portugal,Import,kg,6541598472,true,6541598472,true,,false,11176281179,,11176281179
2018,Portugal,Export,kg,3696764027,true,3696764027,true,,false,,9143975006,9143975006
2018,Timor-Leste,Import,kg,3,false,3,false,0,false,10.94,,10.94
2018,Romania,Import,kg,534700,false,534700,false,0,false,2626420.14,0,2626420.14
2018,Romania,Export,kg,15075442448,true,15075442448,true,0,false,0,10484833.26,10484833.26
2018,Russian Federation,Import,kg,6659458.97,false,6659458.97,false,,false,5038907.09,,5038907.09
2018,Russian Federation,Export,kg,10715930.8,false,10715930.8,false,,false,,15627907.29,15627907.29
2018,Rwanda,Import,kg,1100,false,1100,false,0,false,932501,761972,932501
2018,Saudi Arabia,Import,N/A,0,false,,false,0,false,90818411,,90818411
2018,Saudi Arabia,Export,kg,2061089.68,true,2061089.68,true,0,false,,3079511585,3079511585
2018,Senegal,Import,kg,13315,false,13315,false,,false,12098353,8678691,12098353
2018,Serbia,Import,kg,1255983,false,1255983,false,,false,1505174,1457399,1505174
2018,Serbia,Export,kg,1969130,false,1969130,false,,false,2397873,2305451,2305451
2018,Seychelles,Import,kg,4.66,false,4.66,false,0,false,50.87,0,50.87
2018,Sierra Leone,Import,kg,450,false,450,false,0,false,133.57,,133.57
2018,India,Import,kg,81993651,false,81993651,false,,false,316163639222,,316163639222
2018,India,Export,kg,504885,false,504885,false,,false,,1396127934,1396127934
2018,Singapore,Import,N/A,0,true,0,true,0,false,4196177,0,4196177
2018,Singapore,Export,N/A,0,true,3294571,true,0,false,0,9524709,9524709
2018,Slovakia,Import,kg,5402,false,5402,false,0,false,36684478,36659433,36684478
2018,Slovakia,Export,kg,65997,false,65997,false,0,false,,61791215,61791215
2018,Viet Nam,Import,kg,1894049843,true,,true,0,false,2859517.8,,2859517.8
2018,Viet Nam,Export,kg,6949637,true,6949637,true,0,false,,10550.43,10550.43
